WaveletEnergy,ShannonEntropy,Kurtosis,Variance,RhythmClass
1177.092674,5.984473277,4.449409868,0.032033544,2
1212.521976,6.037708053,4.026856893,0.031739274,2
1006.63208,5.699266755,5.084300397,0.029079016,2
1124.985717,5.964013408,3.94050458,0.033188802,2
1077.182693,6.098637625,3.593602687,0.031972365,2
1172.896053,5.838959741,3.894994605,0.033965532,2
1173.225662,5.95713247,3.96891681,0.032188367,2
1054.939888,5.84981596,5.846980771,0.027842336,2
1127.326437,5.995998077,1.115689889,0.032456273,2
1093.379006,5.835364871,16.93917842,0.013622794,2
1142.999257,6.061277318,3.093043144,0.023063097,2
1254.213364,6.135878037,3.824253824,0.03057981,2
895.3682396,5.564887988,7.377296908,0.028978152,2
978.0494311,5.732962093,5.201892753,0.028358274,2
968.3794527,5.710336544,6.326054858,0.028980791,2
975.156518,6.083743717,4.301521704,0.017009211,2
870.4188992,6.158785806,2.919190717,0.020871042,2
724.3730813,5.946451741,5.159862388,0.016199782,1
704.451507,5.938053903,5.0956963,0.01591768,1
726.7945581,5.931252535,5.397216077,0.016459684,1
691.777204,5.889159522,6.393434592,0.015300426,1
761.2203891,5.91835252,4.786738713,0.016308138,1
715.0068526,5.93971137,5.411406539,0.015622964,1
705.6225906,5.957097295,4.676791652,0.015400671,1
878.7068624,6.021276343,3.503563573,0.01742892,1
878.5052436,6.196823029,1.698610629,0.041043997,1
1179.359333,6.976428352,-0.500899853,0.043456272,1
591.4669754,5.679843154,13.18358311,0.012916371,1
596.6512351,6.521357878,-1.286658447,0.069090481,1
558.5155451,7.427247587,-0.552047775,0.034884836,1
470.3145399,6.346483155,-0.303513892,0.061078046,1
624.6188309,5.557757185,15.94814666,0.014241402,1
680.5758769,5.732961025,7.78437002,0.016917605,1
685.8813255,5.983592292,4.086775847,0.018467124,1
808.4466003,6.034822992,3.476597495,0.018335081,1
774.3095694,6.022446877,3.751975071,0.017679713,1
663.3534429,5.999514466,4.763447906,0.016092226,1
729.2809691,5.993337341,4.062088484,0.016618019,1
706.9303738,5.933164942,5.429028715,0.015872819,1
697.0654248,5.923702326,4.89418983,0.016877227,1
782.4587759,5.835890088,6.879018533,0.017612028,1
635.4159477,5.916097925,5.922487272,0.014549695,1
740.3094533,5.919589667,4.612925676,0.01631251,1
799.5678148,5.943791326,4.312545892,0.016730388,1
660.8167008,6.486068268,0.021092062,0.032934381,1
585.9156379,6.605688141,-0.90598532,0.064686544,1
707.8737659,6.80296689,0.114081188,0.028281559,1
300.0634504,7.500672368,-0.15658285,0.035335853,1
724.6149909,7.075178303,-0.463331735,0.037928426,1
581.1414309,5.62296464,15.09858132,0.013243117,1
523.6441746,5.806814343,11.57094963,0.012523725,1
773.914004,5.948698785,4.137026479,0.017584463,1
633.9006431,6.002793226,4.960154817,0.01568345,1
712.2384988,5.957520404,4.069651762,0.016934877,1
776.8555509,5.969681147,3.790520032,0.017999016,1
706.6496652,5.948381503,4.913639466,0.016673658,1
667.9673095,5.84612271,8.516385087,0.014296037,1
696.8223622,5.943973018,6.732454428,0.01537881,1
665.2846047,7.581038514,-0.439859917,0.039195456,1
577.6523444,7.348154961,-0.341083285,0.033577181,1
570.2862014,5.621642564,16.36908693,0.012515097,1
1029.544839,6.222501561,5.10757926,0.044017571,1
751.5339621,7.106893741,-0.658650023,0.048819167,1
589.3113908,5.556649708,14.27804751,0.013567334,1
845.3497889,6.96579943,-0.217186811,0.034653231,1
300.960529,7.315156176,-0.189177892,0.035181504,1
554.4063573,5.626342659,14.18458393,0.013329931,1
526.4354341,7.227107636,-0.299171647,0.036667021,1
622.3017067,5.598622935,14.65143545,0.013695192,1
825.1437771,6.678344932,-0.34841323,0.031210932,1
600.9529869,7.036522461,-0.093517371,0.029486429,1
591.9837328,5.644721968,12.38688279,0.013906272,1
999.8659886,6.319556279,3.996569031,0.050392356,1
661.3116384,5.736724664,10.37895288,0.014956409,1
701.4901885,6.12682625,3.189697957,0.019834025,1
837.0479822,6.205101174,3.159831669,0.021691075,1
845.4722752,6.005758888,3.485114306,0.020881875,1
725.0680808,6.018034438,4.982192366,0.016453106,1
652.1930599,5.978466255,6.038874259,0.01573363,1
721.1257393,5.961390039,4.205854015,0.017421176,1
702.3348861,6.053410124,3.321529522,0.017387935,1
755.5419282,6.122886566,3.09949088,0.018507856,1
856.9898887,6.205221243,1.397857995,0.023499515,1
1018.300575,6.305159849,0.975431387,0.026367172,1
784.3533461,6.096644138,2.685246446,0.020046893,1
907.8430343,6.044665143,2.441643094,0.054439031,1
676.5079326,5.690043541,6.336857857,0.0178951,1
491.5639048,6.546757225,1.241706117,0.053767821,1
549.2685889,5.953899077,7.25936669,0.014745485,1
753.8930456,5.956375784,5.092977104,0.016889751,1
714.1494581,5.878830313,6.403963348,0.016488899,1
729.5939716,5.957314593,5.347980586,0.015766182,1
747.6200562,5.978695748,5.700463415,0.016388975,1
633.610581,6.045861587,5.083925743,0.014272497,1
804.8732395,6.098897849,3.504803477,0.017900202,1
703.1588362,5.957745099,6.496554977,0.014851634,1
778.4668337,5.991163929,4.166140458,0.01705111,1
789.2656575,5.935501627,4.545288829,0.017150754,1
852.9529728,5.98116974,2.990953143,0.017046022,1
803.5231342,6.115937389,3.834052938,0.017338374,1
807.6437622,6.862270888,-0.051262383,0.030442344,1
608.4211934,5.883758864,8.768766019,0.012767794,1
467.7940452,6.071353109,6.653978551,0.011949304,1
623.6941808,6.155378027,9.553280995,0.014533261,1
777.495801,6.025112745,4.648300482,0.015500549,1
700.7375861,5.952168351,6.57990978,0.015595145,1
634.8044866,5.945728778,5.728363627,0.015028778,1
715.1430401,5.985842249,4.451053627,0.015997129,1
855.7788396,6.021323147,3.117675408,0.0185247,1
677.3113492,5.931708634,7.847425102,0.015321465,1
733.1336386,5.974396138,5.71714559,0.016222714,1
737.4933445,5.993613755,4.646394714,0.016047234,1
799.7846713,5.900436227,4.732404827,0.017064489,1
848.2698372,5.98451889,4.426954663,0.017878657,1
808.208989,5.982339981,5.799892795,0.016832737,1
594.100214,7.455331027,-0.16004419,0.032646767,1
600.5924489,5.76900866,10.71164683,0.014141555,1
673.4904015,6.203065854,4.660756295,0.016256199,1
980.5222029,5.917328768,5.108959353,0.019506708,1
811.6992948,6.000366039,4.658119066,0.017671408,1
815.660977,5.989255168,3.925278914,0.015448292,1
657.2635858,7.480484502,-0.447457512,0.038513557,1
735.9932314,7.089634586,-0.238525185,0.036833349,1
628.2159906,7.44707157,-0.275213624,0.040487419,1
821.4065616,7.245065498,-0.169653087,0.028759449,1
589.2505755,5.660608454,15.02807705,0.01313566,1
568.622701,5.765732981,9.9058226,0.014542295,1
726.111756,6.038679349,4.946590835,0.018119611,1
833.1954034,5.978607292,3.742698847,0.018531813,1
731.0334765,5.912350531,5.827522153,0.017879889,1
889.6478443,5.928507037,3.268396862,0.02011774,1
816.9463477,6.019057782,3.004527707,0.018326142,1
736.0477555,6.019323438,3.068375134,0.016902344,1
794.8699924,6.06470742,4.011142349,0.018332897,1
820.9198948,5.850288795,5.435003313,0.016200077,1
761.6564387,5.965501973,3.919053769,0.016375472,1
808.4733581,5.941082432,4.996805933,0.016273977,1
635.2342425,6.708137097,0.660202915,0.021365958,1
620.9104876,7.479616185,-0.545348506,0.04938208,1
603.3866719,5.765888318,10.15460006,0.014378742,1
699.4358161,5.652252958,16.0284912,0.012732461,1
656.3609668,5.949831971,6.828882139,0.01680257,1
808.1804942,5.923754422,4.387412636,0.017149093,1
798.3035809,5.974441012,4.584374551,0.016796043,1
837.47537,5.935175899,5.907922813,0.017583226,1
833.6551572,6.017881366,3.627389828,0.018084358,1
826.3407404,6.070084364,2.742417999,0.018513937,1
633.6277973,7.418600253,0.291670178,0.02971615,1
896.2805627,6.96478304,0.26257528,0.033181572,1
507.7618905,5.7139999,14.18260219,0.011915865,1
566.578835,4.855918421,15.02750704,0.01924615,1
639.2116018,5.802375119,10.22769811,0.01414748,1
810.2466113,6.00205351,2.820446088,0.01875743,1
729.0917791,6.035596358,3.992204463,0.017029285,1
813.0147122,5.985183688,3.720059982,0.017463546,1
847.3371202,6.071518325,2.667608729,0.018433934,1
795.227339,6.05760846,2.464828414,0.018103518,1
714.4819642,6.050107638,4.24884253,0.015933503,1
745.0431029,5.939602644,6.609162755,0.015782953,1
848.5146231,5.990332019,4.635044999,0.016824822,1
548.0668805,6.71048683,0.026993861,0.032028543,1
608.4966198,5.763021316,9.139984389,0.014169993,1
1101.32721,5.277011291,7.188531794,0.037571915,1
406.8639487,5.81291289,-0.14468011,0.02875243,1
604.3069229,5.641747952,13.53370337,0.013699917,1
685.1693053,5.824893147,7.641177429,0.016301723,1
753.3251579,6.108159436,3.652038756,0.01999402,1
852.5706705,5.9707043,4.233826587,0.019722263,1
697.6040567,5.892128298,6.304152452,0.015433684,1
699.5704463,5.90223647,5.847380294,0.015583978,1
844.6330932,5.945951232,4.306934864,0.018160226,1
812.9303768,5.990897529,3.319956643,0.017361959,1
807.1903346,5.982947007,3.981783748,0.017201208,1
885.8667249,5.985329169,3.123257451,0.01835167,1
799.5342954,6.041333247,3.10362728,0.017689526,1
878.5591858,5.920549753,3.604947669,0.017908299,1
964.4872109,5.963981532,3.158642831,0.019711034,1
811.4139905,6.002187781,3.047037861,0.01864143,1
802.9061028,5.92193895,5.914468486,0.016068495,1
1044.642783,6.1162907,4.183756818,0.050946699,1
502.5805606,6.736596445,-0.224205353,0.033826132,1
491.5661874,5.78569062,-0.212418084,0.034696801,1
577.7564687,5.695029098,11.63041462,0.012760671,1
690.3389763,5.863430627,7.018705961,0.016653915,1
743.2023911,6.038335776,4.191219147,0.018963464,1
859.6135884,5.946605111,3.192838954,0.018674131,1
790.7268406,6.032534116,3.21038726,0.017369127,1
846.8000141,6.018907343,2.919657902,0.01830353,1
879.5545725,6.05993416,2.352960079,0.01980576,1
890.9580984,6.161623258,1.762306276,0.021646372,1
823.0698408,6.092900828,2.628088896,0.017843209,1
827.4685525,5.969109263,4.302584606,0.017137021,1
775.1464394,6.026509978,3.954413225,0.018219851,1
755.0656772,5.951262645,5.811270785,0.015307726,1
950.3119905,7.361822104,-0.627872479,0.035469362,1
537.8355781,7.176282967,-0.440725438,0.02874312,1
545.7799545,5.772114318,10.99576117,0.012598287,1
1187.252462,5.587187902,5.433637103,0.044556958,1
644.9506023,5.827741497,6.646033468,0.016347547,1
729.9993474,6.035554765,4.687121874,0.018804068,1
859.2053671,5.937824834,4.106049805,0.018037102,1
750.3292208,5.973919026,4.831638503,0.017095801,1
826.7015804,5.926439602,4.820317243,0.017521853,1
770.1897541,5.950061899,4.902865398,0.015991693,1
862.3615288,5.981432748,3.801667326,0.017949641,1
927.1006009,5.930606882,3.273020423,0.019365039,1
943.5940382,6.005821389,2.594994427,0.019257427,1
882.8373262,6.010993326,5.485534996,0.018998518,1
886.4515362,6.137787141,3.21488641,0.01924918,1
1093.498009,6.204960701,1.43357344,0.022508903,1
711.9710684,5.907675556,8.564100045,0.014867102,1
551.2289628,4.667591667,21.70590425,0.018064018,1
418.498629,7.016906291,0.061318047,0.030105222,1
580.3978308,6.801930246,-0.232744132,0.029198791,1
617.5139452,5.767882202,11.27891829,0.013938099,1
634.4386572,5.867087743,8.177073422,0.015237982,1
672.6449371,6.02698982,5.273458791,0.01628333,1
864.4534185,5.96538937,3.881961969,0.018600005,1
769.5288163,5.893029061,7.591552742,0.015632178,1
760.8879273,5.942501724,4.541348872,0.016630386,1
863.4275718,5.947632435,3.900149273,0.017516214,1
862.8107774,5.947889512,4.182189494,0.017154606,1
868.042672,6.093825935,2.898663467,0.018802527,1
791.5415726,5.976874411,4.336978538,0.017519425,1
757.3814168,5.884855545,5.63755903,0.016031613,1
835.5036127,5.930938597,4.974786372,0.017835893,1
805.4898006,5.967148739,4.297707086,0.016793538,1
811.2032272,7.060345638,-0.341187867,0.037763432,1
603.1832417,5.91696924,9.021064746,0.012852843,1
765.7680042,5.743242199,11.73100948,0.013323912,1
762.869903,6.069651422,3.961380179,0.018491031,1
882.3772024,5.88866382,5.131775461,0.018211717,1
780.9414188,5.939999465,5.72521454,0.016974231,1
738.7248656,5.940868567,6.158915561,0.015557842,1
878.6474037,6.006543177,4.172360096,0.017678586,1
868.9072643,5.932815269,3.731207675,0.017621185,1
960.0684904,5.968914468,2.488842128,0.020137786,1
864.0216933,5.968219741,3.520155487,0.018243227,1
841.6750701,5.955293362,4.60191966,0.017406378,1
807.9887543,5.952103722,4.794829145,0.017137916,1
834.9219983,5.939330273,5.263458606,0.017128938,1
833.3630546,5.960457918,5.234464925,0.016884716,1
753.663408,5.943041257,5.575648472,0.015979877,1
1073.939994,6.19458113,4.623943525,0.050538967,1
853.2901826,7.280576651,-0.334732614,0.037728767,1
626.6481452,5.818988601,9.848497761,0.013754059,1
951.3943129,6.524004007,3.296251891,0.050206035,1
557.3470653,5.713645125,9.716958235,0.014348987,1
758.3886798,6.085229775,4.211667192,0.01770364,1
890.3990988,5.964742862,3.963410893,0.018900187,1
838.1746122,6.011804879,3.932729606,0.01830299,1
852.6457821,5.9244597,5.004581726,0.01720802,1
865.9601858,6.014146581,4.650938332,0.018502664,1
828.545858,5.90227166,5.67417673,0.018310682,1
527.7510939,4.942239436,20.65721375,0.016034794,1
573.5000973,6.311579412,-0.170258515,0.035537628,1
576.3042346,7.003701471,-0.096976297,0.035551068,1
605.9611644,5.684632663,13.19243182,0.013313909,1
787.4773785,6.341494719,3.687618251,0.04349927,1
700.9949541,5.820127813,9.216491481,0.015833102,1
776.3061849,6.086432012,4.042116838,0.019588958,1
787.8239898,5.982864003,3.777728284,0.016786306,1
842.7295096,5.981494949,4.79314794,0.018204778,1
790.5849488,5.940670472,5.361792677,0.016797239,1
817.7418981,5.9527788,3.841075212,0.01777303,1
812.8162754,5.916040845,4.79828522,0.016846238,1
817.8371635,5.905894971,4.973990553,0.016781593,1
804.9992328,5.957510167,4.072953856,0.016873093,1
806.0285003,5.885089231,4.512420227,0.016501518,1
709.3186989,7.172183444,-0.042342561,0.026370819,1
529.7726625,6.821907385,0.048293146,0.029820196,1
607.9759975,5.674807901,14.49370395,0.013039623,1
608.0108679,5.829930497,10.5191551,0.014381352,1
729.8222919,6.01927789,5.165941888,0.017083717,1
786.2823075,5.853238214,7.141747247,0.016507758,1
788.7992163,5.884360079,6.960351461,0.01676635,1
753.3192742,5.880031747,6.157152641,0.015919302,1
818.7336469,5.951333402,5.227759157,0.016961778,1
771.1811112,5.951856766,5.548451252,0.015585545,1
853.9044783,6.029795831,3.387322066,0.018187003,1
922.5114853,6.037918916,3.010407481,0.019317061,1
741.7931201,5.880776943,7.636505115,0.015758662,1
776.3815503,5.941196401,6.513644657,0.01615412,1
836.5598875,5.92280511,5.564296448,0.01666513,1
555.1890645,7.140671047,0.153764,0.026037738,1
1818.538369,7.243944175,0.20181313,0.046315933,1
730.6528144,6.014716702,9.213486986,0.013924902,1
693.5808565,5.700578737,11.69488364,0.012989642,1
688.2334099,5.957373685,6.359656792,0.016082583,1
797.3101134,5.92727781,4.074208403,0.01672497,1
820.4864852,5.966350374,3.987543669,0.017686348,1
922.5153899,6.01832716,3.23329502,0.018807607,1
740.4390681,5.925884694,6.33653782,0.015956681,1
715.3583555,5.914430838,6.668399413,0.014162754,1
729.1225935,6.887967164,-0.238509625,0.042436636,1
625.044696,5.746537687,10.65177759,0.014332101,1
905.4075974,6.22167731,4.189513427,0.048276963,1
617.8672876,7.066149882,1.478042621,0.016198204,1
557.9912304,5.749045544,12.86335855,0.012727219,1
580.0441812,5.826700446,7.697800204,0.015009748,1
782.398827,6.08780429,3.060288762,0.019186845,1
758.485039,5.9273605,3.520772473,0.016349326,1
820.4619144,6.041592166,3.673423271,0.018000933,1
710.9918973,6.049617797,4.537944164,0.016049132,1
781.5258245,5.998204375,3.632939068,0.016740284,1
840.7144725,6.02123346,3.160588834,0.018744808,1
1487.560947,5.413422644,7.112226527,0.045579174,1
656.6527885,7.002381695,-0.270139987,0.036663406,1
684.7283305,5.667315897,11.3415508,0.015750795,1
685.7654362,5.643202105,15.87270672,0.012598315,1
634.9746374,6.004254957,6.695388353,0.015775905,1
838.5854582,5.945368563,4.675150144,0.017182539,1
737.074666,5.941927545,4.382263905,0.015962418,1
828.4506386,5.879320492,4.639153808,0.017125058,1
855.7597691,5.967815288,3.53726152,0.018590221,1
750.4988878,5.972676123,4.073350493,0.015844881,1
773.4482672,5.894357968,6.022369305,0.016164671,1
749.7543214,5.879968165,6.96242503,0.015840689,1
777.906248,5.901525954,6.272605066,0.016011203,1
760.1795213,5.944720884,5.040552611,0.016199265,1
467.7136626,6.979373754,-0.661220357,0.047940927,1
601.6196994,5.874461435,9.912203627,0.013587257,1
912.6129752,6.396183331,4.028390242,0.044815085,1
631.4544064,5.785545287,8.032163297,0.014833073,1
637.7946305,6.045147225,6.465990541,0.015671401,1
833.8228745,5.894372574,4.510763845,0.017120455,1
809.9100569,6.032029187,3.443562509,0.018168148,1
796.6033178,5.918176524,6.043176142,0.017177183,1
717.3699529,5.936127699,6.104311196,0.01517257,1
796.7693442,5.882997582,6.342842208,0.016666124,1
838.4358131,5.939989447,4.2815876,0.016837651,1
797.0342442,5.969888308,3.693319255,0.016754267,1
955.451617,5.967212971,2.601786293,0.021018167,1
858.8294547,5.976553907,3.433078177,0.01854618,1
757.7324571,5.908814119,6.947722889,0.015830991,1
759.6026914,6.689778525,-0.329185073,0.028297058,1
581.373122,6.931675745,-0.924140512,0.055014842,1
915.7779809,6.604531526,1.382771057,0.037347903,1
576.7716707,5.705065367,12.45056982,0.013310095,1
667.7204985,7.106895524,-0.157046175,0.032457376,1
679.608002,7.114330726,0.005816124,0.028656312,1
616.912674,5.785890735,10.96299648,0.013252958,1
689.9786281,5.578434752,12.44440325,0.015816909,1
589.8639778,6.017646498,5.822965349,0.016274242,1
901.2514891,5.946018188,3.539641404,0.019558127,1
852.5569894,5.996596171,4.044785423,0.01891575,1
752.2055458,6.087980736,2.398034768,0.01787079,1
819.7392031,6.021406075,3.520129137,0.018214956,1
773.0611989,6.01759971,3.839540212,0.017104385,1
886.9609429,5.955745771,2.713200259,0.018741005,1
922.1513442,5.981538829,2.398611724,0.019171157,1
995.8476401,6.090040978,1.937663863,0.020810371,1
917.5898491,6.130818727,1.103495326,0.023236794,1
870.2659614,5.912476923,3.547376213,0.01959791,1
838.3171748,5.972847532,4.731483457,0.017818591,1
765.8871594,5.984208354,4.893854016,0.016357554,1
1020.983756,6.193865235,4.824085109,0.04765798,1
796.0222907,7.135436538,-0.343857745,0.034939759,1
598.5404057,5.852694071,9.589162849,0.01317832,1
639.4225901,5.905911574,6.8229373,0.015137425,1
749.3362756,6.183218494,2.355920467,0.019856233,1
1021.673961,6.067520821,1.93353836,0.022050729,1
849.5476345,5.990897893,4.200006233,0.017997938,1
752.1762018,6.043256444,3.550240956,0.017310038,1
801.7559892,6.012160687,3.58411947,0.017752529,1
895.9003612,5.993581374,3.208638614,0.018573383,1
1134.164542,5.578879683,4.005174642,0.045174828,1
608.4407219,5.844612147,8.561787053,0.014698107,1
638.0540286,6.552826874,-0.756778515,0.045121733,1
646.8113011,7.489044845,-0.353413203,0.037398566,1
589.1512397,5.746466383,10.8334466,0.013800288,1
